Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating,Is Special,Activity Price,Activity Group,Activity Group (Arabic),Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-02866,Non-Freezone,4773611,Retai sale of Water Desalination Equipments and Machinery and Outfits,بيع معدات و آلات تحلية المياه و لوازمها - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 2,تجاريــــــــة 2,,,,,,
AM-05100,Non-Freezone,4752012,Retai sale of Water Heaters,بيع سخانات المياه - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 3,تجاريــــــــة 3,,,,,,
AM-06688,Non-Freezone,4773962,Retai sale of Weapons and Ammunition,بيع الأسلحة والذخائر - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial1,,,,,,,Ministry of Defence
AM-04881,Non-Freezone,4773937,Retai sale of Well Drilling Equipments,بيع معدات حفر الآبار - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 1,تجاريــــــــة 1,,,,,,
AM-05329,Non-Freezone,4741010,Retai sale of Wireless Communication Devices,بيع أجهزة الاتصال اللاسلكية - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 4,تجاريــــــــة 4,,,,,,Telecommunication Regulatory Authority
AM-05741,Non-Freezone,4771102,Retai sale of Women Ready-made Clothes,بيع الملابس النسائية الجاهزة - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 3,تجاريــــــــة 3,,,,,,
AM-06168,Non-Freezone,4771902,Retai sale of Women Shoes,بيع الاحذية النسائية - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 2,تجاريــــــــة 2,,,,,,
AM-05108,Non-Freezone,4752016,Retai sale of Wood Products,بيع المنتجات الخشبية - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 3,تجاريــــــــة 3,,,,,,
AM-05419,Non-Freezone,4774010,Retai sale of Workshop Equipment and Machines,بيع ادوات ومكائن الورش المستعملة - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 1,تجاريــــــــة 1,,,,,,
AM-02611,Non-Freezone,4773601,Retai sale of Workshops Equipments and Machines and Spare Parts,بيع معدات ومكائن الورش وقطع غيارها - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 2,تجاريــــــــة 2,,,,,,
AM-05252,Non-Freezone,1061006,Rice Cleaning and Packaging,تنظيف وتعبئة الأرز,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 2,صناعيـــــــة 2,,,,,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-05253,Non-Freezone,1061007,Rice Flour Production,إنتاج دقيق الأرز,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 2,صناعيـــــــة 2,,,,,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-03605,Freezone,1531-05,Rice Husking & Polishing,تقشير الأرز وتبييضه وتلميعه,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Foodstuff mills and packaging,طحن وتعبئة المواد الغذائية,,,"Includes removing husks from the paddy to render it consumable, it involves the protective layer surrounding the grain to produce brown rice, then removing the germ and bran layers from the grain to produce white rice.",يشمل عمليات إزالة القشور من الأرز الخام حتي يصبح صلحا للإستهلاك، والخطوة الأولى في العملية تشمل إزالة القشرة الخارجية لإنتاج الأرز الأسمر والخطوة الثانية هي إزالة القشرة السمراء لإنتاج حبوب الأرز البيضاء.,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-05251,Non-Freezone,1061005,Rice Husking and Polishing,تقشير الأرز وتبييضه وتلميعه,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 2,صناعيـــــــة 2,,,,,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07027,Non-Freezone,1061005,Rice Milling,ضرب الأرز,Active,"150,000",Industrial,صنــــــــاعيـــة,-,Low,,Standard,,Grinding and packing food,طحن وتعبئة المواد الغذائية,Grinding and packing food,طحن وتعبئة المواد الغذائية,,,,"RAK Municipality- Public Health Department, ENVIRONMENT_PROTECTION_&_DEVELOPMENT_AUTHORITY, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06007,Freezone,281104,Rigs & Oilfield Platforms Manufacturing,صناعة المنصات البحرية وابراج الحفر,Active,"150,000",Industrial,صناعية,-,Low,High,Special,"5,000",Structural steel manufacturing,صناعه الانشاءات المعدنيه,,,"Includes manufacturing metal and concrete offshore oil platform to extract and process oil and natural gas from offshore oilfields, these platforms usually contain facilities to house the workforce, they are either built on artificial islands, floating or fixed to the ocean.",يشمل إنشاء المنصات البحرية من الأسمنت أو الحديد داخل البحر لإقامة أبراج الحفر وتجهيزات إستخراج وتخزين النفط والغاز الطبيعي المستخرجان من حقول النفط البحرية، إضافة لمرافق سكن العاملين بها، وتقام تلك المنصات على الجزر الإصطناعية أو يمكن أن تكون عائمة ومربوطة إلى قاع المحيط.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-05428,Non-Freezone,100281104,Rigs Platforms Manufacturing,صناعة المنصات البحرية وأبراج الحفر,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 1,صناعيـــــــة 1,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-05706,Non-Freezone,2816005,"Rig Towers, Cable Lifting and Dynamic Tower Structures Manufacturing",صناعة أبراج الحفر وأبراج رفع الكيابل وهياكل أبراج متحركة,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 1,صناعيـــــــة 1,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06690,Freezone,66210,Risk and damage evaluation,تقييم المخاطر والأضرار,Active,,Services,خدمية,-,Low,,Standard,,Services,خدمية,,,,,,
AM-08109,Non-Freezone,6621001,Risks and Damages Disclosure and Estimate,كشف و تقدير المخاطر و الأضرار,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,Insurance services,خدمات التأمين,Insurance services,خدمات التأمين,,,,Insurance Authority
AM-02254,Non-Freezone,6621001,Risks and Damages Disclosure and Estimate,كشف و تقدير المخاطر و الأضرار,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,Insurance Authority
AM-06008,Freezone,742102,Road & Traffic Engineering Consultancy,هندسة الطرق والمرور,Active,,Services,خدمية,-,Low,,Standard,,Other engineering services,خدمات هندسية اخرى,,,"Includes firms specialized in offering engineering services related to roads, traffic and their precise specializations. These services also include the elaboration of studies, designs, plans and technical specifications for bridges, tunnels, pedestrian accesses and motion studies etc.",يشمل المنشآت المتخصصة في تقديم الخدمات الهندسية المتعلقة بالطرق والمرور وتخصصاتها الدقيقة، ويشمل ذلك إعداد الدراسات والتصاميم والرسومات والمواصفات الفنية المتعلقة بالجسور والأنفاق ومعابر المشاة، ودراسات الحركة وغيرها.,Certified_Academic_Degree,
AM-01956,Non-Freezone,100742102,Road 1 Engineering Services,خدمات هندسة الطرق والمرور,Inactive,,Professional,مهنية,-,,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-07177,Non-Freezone,1920005,Road Coverings and Petrochemical Industry Products Manufacturing,صناعة منتجات تغطية الطرق والصناعات البتروكيماوية,Active,"150,000",Industrial,صنــــــــاعيـــة,-,High,,Standard,,Oil products industry,صناعة منتجات النفط,Oil products industry,صناعة منتجات النفط,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08190,Non-Freezone,7110702,Road Engineering Consultancy,استشارات هندسية في الطرق,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,Other engineering services,خدمات هندسية أخرى,,,Certified_Academic_Degree,
AM-04337,Non-Freezone,7110702,Road Engineering Consultancy,استشارات هندسية في الطرق,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-01661,Non-Freezone,4329912,Road Maintenance,صيانة الطرق,Inactive,,Professional,مهنية,-,,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-06398,Non-Freezone,4210006,Road painting and other marking Works,أعمال تنفيذ خطوط الطرق وعلاماتها,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 3,تجاريــــــــة 3,,,,,,
AM-02188,Non-Freezone,5221003,Roads and Bridges Management and Operation,ادارة وتشغيل الطرق والجسور,Inactive,,Professional,مهنية,-,,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-02422,Freezone,5211-06,Roastery,محمصة,Active,,Commercial,تجارية,-,Low,,Standard,,Roastry,محمصة,,,"Includes small shops engaged in roasting nuts, coffee beans, spices, cereals or others, and make the packing in small consumer packs, as well as carry out roasting for others, also, reselling gifts, novelties, artificial flowers and some foodstuff items, such shops are small that they are not classified as industrial firms of category (D).","يشمل المحال الصغيرة التي تقوم بتحميص بعض أنواع المواد الغذائية كالمكسرات أو البن أو التوابل أو الحبوب أو غيرها وتجهيزها للإستخدام النهائي وبيعها بالوزن في عبوات ذات حجم استهلاكي أو التي تقوم بخدمة التحميص للغير بمقابل وتكون هذه المحال صغيرة الحجم بحيث لايمكن تصنيفها ضمن المنشآت التي تزاول النشاط الصناعي في الفئة (د), كما يشمل هذا النشاط إعادة بيع بعض الهدايا والتحف والزهور الإصطناعية وبعض المواد الغذائية ذات العلاقة بنشاط المنشأة.",,RAK Municipality- Public Health Department
AM-05319,Non-Freezone,4711006,Roasting Shop,محمصة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 3,تجاريــــــــة 3,,,,,,RAK Municipality- Public Health Department
AM-08848,Freezone,4741018,Robotics & Smart Machines Trading,تجارة الروبوتات والأجهزة الذكية,Active,,Commercial,تجارية,-,Low,,Standard,,Electronics group,مجموعة الالكترونيات,,,"Includes reselling robotics that apply artificial intelligence to enable them to think intelligently in the similar manner the intelligent humans think, and which can take the place of humans in dangerous environments, manufacturing, also, other smart machines, such as, home automation devices that turn homes into smart homes.",يشمل إعادة بيع الإنسان الآلي (الربوتات) التي تستخدم تقنيات الذكاء الاصطناعي لكي تتصرف وتعمل بنفس طريقة عمل العقل البشري ولكي تقوم بأداء بعض المهام بدلا عن العنصر البشري مثل بعض المهام الخطرة والمهام الصناعية الدقيقة والشاقة، وكذلك جميع أنواع الأجهزة والمعدات الذكية مثل تاك التي تحول المنشآت السكنية إلي بيوت ذكية عبر التحكم في الأجهزة المعدات الكهربائية والإلكترونية به,,
AM-01374,Non-Freezone,2829017,Robots and Simulation Devices Manufacturing,صناعة الإنسان الآلي وأجهزة المحاكاة,Inactive,,Industrial,صناعية,-,Low,,Standard,,Industrial 1,صناعيـــــــة 1,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08479,Non-Freezone,2829017,Robots and Simulation Devices Manufacturing,صناعة الإنسان الآلي وأجهزة المحاكاة,Active,,Industrial,صنــــــــاعيـــة,-,Low,,Standard,,manufacture of engines and Vehicles,صناعة العربات والمحركات,manufacture of engines and Vehicles,صناعة العربات والمحركات,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
